sesion,num_votacion,fecha,legislatura,num_expediente,presentes,si,no,abs,titulo,texto_expediente,titulo_subgrupo,texto_subgrupo
"139","17","17/10/2013","10","121/000058","315","140","174","1","Debates de totalidad de iniciativas legislativas.","Solicitudes de los Grupos Parlamentarios Socialista y Catalán (Convergència i Unió), de avocación por el Pleno del Proyecto de Ley de racionalización y sostenibilidad de la Administración Local.","",""
"141","1","23/10/2013","10","121/000051","341","158","182","1","Debates de totalidad de iniciativas legislativas.","Solicitud del Grupo Parlamentario Socialista de avocación por el Pleno del Proyecto de Ley de la Acción y del Servicio Exterior del Estado.","",""
"141","2","23/10/2013","10","121/000069","341","159","182","0","Debates de totalidad de iniciativas legislativas.","Votación conjunta de las enmiendas de devolución presentadas al Proyecto de Ley de Presupuestos Generales del Estado para el año 2014 por los Grupos Parlamentarios Socialista; Catalán (Convergència i Unió); de IU, ICV-EUiA, CHA: La Izquierda Plural; de Unión Progreso y Democracia; Vasco (EAJ-PNV) y Mixto (Sra. Enbeita,  Sra. Jordà, Sra. Fernández Davila, Sra. Oramas, Sr. Baldoví y Sra. Barkos)","",""
"142","1","29/10/2013","10","122/000114","323","103","208","12","Toma en consideración de Proposiciones de Ley.","Proposición de Ley Orgánica del Grupo Parlamentario Socialista, de modificación de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, para atribuir a la Audiencia Nacional el enjuiciamiento de delitos relacionados con la corrupción.","",""
"142","2","29/10/2013","10","122/000110","323","128","176","19","Toma en consideración de Proposiciones de Ley.","Proposición de Ley del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural, de medidas para intensificar la prevención y lucha contra el fraude fiscal.","",""
"142","3","29/10/2013","10","162/000722","314","297","6","11","Proposiciones no de Ley.","Proposición no de Ley del Grupo Parlamentario Popular, para desarrollar una estrategia de logística nacional.","",""
"142","4","29/10/2013","10","162/000723","314","136","172","6","Proposiciones no de Ley.","Proposición no de Ley del Grupo Parlamentario Socialista, en relación con medidas tributarias para las rentas no declaradas de emigrantes retornados.  Se vota en los términos de la enmienda transaccional presentada por los Grupos catalán de Ciu y Socialista.","",""
"142","5","29/10/2013","10","173/000113","317","265","39","13","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario de Unión Progreso y Democracia, sobre propósitos del Gobierno en relación a la falacia del denominado 'derecho a decidir'.  Se vota en los términos de la enmienda transaccional presentada por los Grupos de UPyD y Popular en el Congreso.","",""
"142","6","29/10/2013","10","173/000114","317","143","174","0","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario Socialista, sobre las consecuencias de los recortes presupuestarios en la política social.  Se vota en los términos resultantes de la incorporación de las enmiendas de los Grupos Vasco (EAJ-PNV) y Popular en el Congreso.","",""
"142","7","29/10/2013","10","173/000115","317","142","172","3","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente del Grupo Parlamentario Catalán, sobre la rectificación de la decisión adoptada por el Gobierno de establecer el copago en la medicación hospitalaria.  Se vota en los términos de la incorporación de la enmienda del Grupo de la Izquierda Plural.","",""
"144","7","31/10/2013","10","121/000056","308","21","179","108","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Mixto (Sra. Oramas)","Enmienda 88"
"144","8","31/10/2013","10","121/000056","307","28","180","99","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Gru Parlamentario Mixto (Sra. Fernández Davila)","Enmiendas 10, 11, 16 y 17"
"144","9","31/10/2013","10","121/000056","306","125","177","4","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Gru Parlamentario Mixto (Sra. Fernández Davila)","Resto de las enmiendas"
"144","10","31/10/2013","10","121/000056","307","29","180","98","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Mixto (Sra. Jordà)","Enmiendas 92, 93, 95, 98, 99 y 101 a 103"
"144","11","31/10/2013","10","121/000056","306","126","180","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Mixto (Sra. Jordà)","Resto de las enmiendas"
"144","12","31/10/2013","10","121/000056","307","32","180","95","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 25"
"144","13","31/10/2013","10","121/000056","305","125","174","6","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 18, 20, 21, 23, 26, 41 y 43"
"144","14","31/10/2013","10","121/000056","306","28","276","2","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 29 y 30"
"144","15","31/10/2013","10","121/000056","307","19","177","111","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 32"
"144","16","31/10/2013","10","121/000056","307","28","181","98","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmienda 42"
"144","17","31/10/2013","10","121/000056","307","28","182","97","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Resto de las enmiendas"
"144","18","31/10/2013","10","121/000056","303","6","189","108","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmiendas 65 a 68, 70, 74, 79 a 81, 83, 86 y 87"
"144","19","31/10/2013","10","121/000056","305","17","180","108","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmiendas 69 y 72"
"144","20","31/10/2013","10","121/000056","305","115","178","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 71"
"144","21","31/10/2013","10","121/000056","305","6","287","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmiendas 73, 75 y 76"
"144","22","31/10/2013","10","121/000056","304","5","181","118","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmiendas 77 y 78"
"144","23","31/10/2013","10","121/000056","304","13","180","111","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 82"
"144","24","31/10/2013","10","121/000056","303","100","189","14","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Resto de las enmiendas"
"144","25","31/10/2013","10","121/000056","305","125","179","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 44 y 63"
"144","26","31/10/2013","10","121/000056","302","122","175","5","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 45, 46, 48 a 56, 61 y 64"
"144","27","31/10/2013","10","121/000056","300","32","172","96","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmienda 62"
"144","28","31/10/2013","10","121/000056","303","26","178","99","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Resto de las enmiendas"
"144","29","31/10/2013","10","121/000056","304","127","175","2","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Catalán (Convergéncia i Unió)","Enmienda 175"
"144","30","31/10/2013","10","121/000056","303","123","179","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Catalán (Convergéncia i Unió)","Enmienda 176"
"144","31","31/10/2013","10","121/000056","304","124","180","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Catalán (Convergéncia i Unió)","Enmienda 179"
"144","32","31/10/2013","10","121/000056","302","124","178","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Catalán (Convergéncia i Unió)","Enmiendas 134, 135, 139 a 141, 143, 146 , 148, 150, 160, 161, 164, 165, 170, 173 y 174"
"144","33","31/10/2013","10","121/000056","304","26","180","98","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Catalán (Convergéncia i Unió)","Resto de las enmiendas"
"144","34","31/10/2013","10","121/000056","302","117","175","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Socialista","Enmiendas 107, 121 y 122"
"144","35","31/10/2013","10","121/000056","299","118","180","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Socialista","Enmienda 123"
"144","36","31/10/2013","10","121/000056","303","127","174","2","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Socialista","Enmienda 124"
"144","37","31/10/2013","10","121/000056","304","123","176","5","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Enmiendas del Grupo Parlamentario Socialista","Resto de las enmiendas"
"144","38","31/10/2013","10","121/000056","306","176","130","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley de garantía de la unidad de mercado.","Votación del dictamen de la Comisión","Votación del dictamen."
"144","39","31/10/2013","10","127/000002","305","299","5","1","Dictámenes de Comisiones sobre iniciativas legislativas.","Propuesta de reforma de la Ley Orgánica 4/1982, de 9 de junio, de Estatuto de Autonomía de la Región de Murcia.","Votación del dictamen de la Comisión","Votación del dictamen."
"144","40","31/10/2013","10","127/000002","310","305","5","0","Dictámenes de Comisiones sobre iniciativas legislativas.","Propuesta de reforma de la Ley Orgánica 4/1982, de 9 de junio, de Estatuto de Autonomía de la Región de Murcia.","Votación de conjunto","Votación de conjunto de la Propuesta de Reforma de la Ley Orgánica 4/1982, de Estatuto de Autonomía de la Región de Murcia por tener carácter orgánico."
"144","41","31/10/2013","10","121/000060","312","14","176","122","Debates de totalidad de iniciativas legislativas.","Votación de la enmienda a la totalidad de texto alternativo presentada al Proyecto de Ley para la protección de los trabajadores a tiempo parcial y otras medidas urgentes en el orden económico y social (procedente del Real Decreto-Ley 11/2013, de 2 de agosto) por el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural.","",""
"144","42","31/10/2013","10","121/000060","312","307","3","2","Debates de totalidad de iniciativas legislativas.","Solicitud de avocación por el Pleno del Proyecto de Ley  para la protección de los trabajadores a tiempo parcial y otras medidas urgentes en el orden económico y social (procedente del Real Decreto-Ley 11/2013, de 2 de agosto), presentada por el Grupo Parlamentario Socialista.","",""
"144","43","31/10/2013","10","121/000063","311","126","183","2","Debates de totalidad de iniciativas legislativas.","Votación conjunta de las enmiendas a la totalidad de devolución presentadas al Proyecto de Ley Orgánica de control de la deuda comercial en el sector público por el Grupo Parlamentario Mixto (Sra. Jordà), el Grupo Parlamentario Catalán (Convergència i Unió) y el Grupo Parlamentario Socialista.","",""
"144","44","31/10/2013","10","121/000068","312","135","176","1","Debates de totalidad de iniciativas legislativas.","Votación conjunta de las enmiendas a la totalidad de devolución presentadas al Proyecto de Ley reguladora del Factor de Sostenibilidad y del Índice de Revalorización del Sistema de Pensiones de la Seguridad Social por el Grupo Parlamentario Mixto (Sr. Cuadra, Sra. Fernández Davila, Sr. Tardà), el Grupo Parlamentario Vasco (EAJ-PNV), el  Grupo Parlamentario de Unión Progreso y Democracia, el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural, el Grupo Parlamentario Catalán (Convergencia i Unió) y el Grupo Parlamentario Socialista.","",""
